hodnota,ps_kod,vuzemi_kod,rok,ps_txt,ps0_txt,vuzemi_txt
11,I33,3034,2017,Akutní a subakutní zánět srdeční nitroblány - endokarditida,Nemoci oběhové soustavy (I00 - I99),Jihočeský kraj
9,I33,3115,2017,Akutní a subakutní zánět srdeční nitroblány - endokarditida,Nemoci oběhové soustavy (I00 - I99),Jihomoravský kraj
9,I33,3069,2017,Akutní a subakutní zánět srdeční nitroblány - endokarditida,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
3,I33,3077,2017,Akutní a subakutní zánět srdeční nitroblány - endokarditida,Nemoci oběhové soustavy (I00 - I99),Liberecký kraj
5,I38,3042,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Plzeňský kraj
3,I38,3026,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Středočeský kraj
5,I38,3085,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Královéhradecký kraj
7,I38,3018,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Hlavní město Praha
3,I38,3051,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Karlovarský kraj
4,I38,3140,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Moravskoslezský kraj
2,I38,3093,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Pardubický kraj
1,I38,3131,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Zlínský kraj
1,I38,3034,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Jihočeský kraj
6,I38,3115,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Jihomoravský kraj
2,I38,3123,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Olomoucký kraj
3,I38,3069,2017,Endokarditida neurčené chlopně,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
2,I45,3042,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Plzeňský kraj
2,I45,3107,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Kraj Vysočina
2,I45,3085,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Královéhradecký kraj
2,I45,3018,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Hlavní město Praha
1,I45,3140,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Moravskoslezský kraj
1,I45,3093,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Pardubický kraj
1,I45,3131,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Zlínský kraj
1,I45,3034,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Jihočeský kraj
1,I45,3115,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Jihomoravský kraj
1,I45,3069,2017,Jiné poruchy vedení srdečních vzruchů,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
72,I61,3042,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Plzeňský kraj
68,I61,3107,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Kraj Vysočina
154,I61,3026,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Středočeský kraj
80,I61,3085,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Královéhradecký kraj
143,I61,3018,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Hlavní město Praha
42,I61,3051,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Karlovarský kraj
142,I61,3140,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Moravskoslezský kraj
46,I61,3093,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Pardubický kraj
79,I61,3131,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Zlínský kraj
52,I61,3034,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Jihočeský kraj
112,I61,3115,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Jihomoravský kraj
79,I61,3123,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Olomoucký kraj
77,I61,3069,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
61,I61,3077,2017,Intracerebrální krvácení,Nemoci oběhové soustavy (I00 - I99),Liberecký kraj
43,I69,3042,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Plzeňský kraj
51,I69,3107,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Kraj Vysočina
87,I69,3026,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Středočeský kraj
42,I69,3085,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Královéhradecký kraj
75,I69,3018,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Hlavní město Praha
17,I69,3051,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Karlovarský kraj
102,I69,3140,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Moravskoslezský kraj
55,I69,3093,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Pardubický kraj
47,I69,3131,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Zlínský kraj
48,I69,3034,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Jihočeský kraj
163,I69,3115,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Jihomoravský kraj
55,I69,3123,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Olomoucký kraj
72,I69,3069,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
25,I69,3077,2017,Následky cévních nemocí mozku,Nemoci oběhové soustavy (I00 - I99),Liberecký kraj
1,I77,3107,2017,Jiná onemocnění tepen a tepének,Nemoci oběhové soustavy (I00 - I99),Kraj Vysočina
1,I77,3093,2017,Jiná onemocnění tepen a tepének,Nemoci oběhové soustavy (I00 - I99),Pardubický kraj
1,I77,3131,2017,Jiná onemocnění tepen a tepének,Nemoci oběhové soustavy (I00 - I99),Zlínský kraj
3,I77,3115,2017,Jiná onemocnění tepen a tepének,Nemoci oběhové soustavy (I00 - I99),Jihomoravský kraj
2,I77,3069,2017,Jiná onemocnění tepen a tepének,Nemoci oběhové soustavy (I00 - I99),Ústecký kraj
9,J15,3042,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Plzeňský kraj
8,J15,3107,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Kraj Vysočina
20,J15,3026,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Středočeský kraj
14,J15,3085,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Královéhradecký kraj
13,J15,3018,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Hlavní město Praha
3,J15,3051,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Karlovarský kraj
43,J15,3140,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Moravskoslezský kraj
21,J15,3093,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Pardubický kraj
25,J15,3131,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Zlínský kraj
20,J15,3034,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Jihočeský kraj
29,J15,3115,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Jihomoravský kraj
33,J15,3123,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Olomoucký kraj
17,J15,3069,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Ústecký kraj
16,J15,3077,2017,"Bakteriální zánět plic, NJ",Nemoci dýchací soustavy (J00 - J99),Liberecký kraj
2,J61,3026,2017,Pneumokonióza způsobená azbeszem a j.minerálními vlákny,Nemoci dýchací soustavy (J00 - J99),Středočeský kraj
1,J64,3026,2017,Neurčená pneumokonióza,Nemoci dýchací soustavy (J00 - J99),Středočeský kraj
1,J64,3085,2017,Neurčená pneumokonióza,Nemoci dýchací soustavy (J00 - J99),Královéhradecký kraj
1,J64,3051,2017,Neurčená pneumokonióza,Nemoci dýchací soustavy (J00 - J99),Karlovarský kraj
4,J64,3140,2017,Neurčená pneumokonióza,Nemoci dýchací soustavy (J00 - J99),Moravskoslezský kraj
1,J67,3042,2017,Hypersenzitivní pneumonitida způsobená organickými prachy,Nemoci dýchací soustavy (J00 - J99),Plzeňský kraj
1,J67,3034,2017,Hypersenzitivní pneumonitida způsobená organickými prachy,Nemoci dýchací soustavy (J00 - J99),Jihočeský kraj
1,J67,3123,2017,Hypersenzitivní pneumonitida způsobená organickými prachy,Nemoci dýchací soustavy (J00 - J99),Olomoucký kraj
1,J86,3042,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Plzeňský kraj
2,J86,3107,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Kraj Vysočina
6,J86,3026,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Středočeský kraj
1,J86,3085,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Královéhradecký kraj
5,J86,3018,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Hlavní město Praha
2,J86,3140,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Moravskoslezský kraj
1,J86,3034,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Jihočeský kraj
1,J86,3123,2017,Pyotorax,Nemoci dýchací soustavy (J00 - J99),Olomoucký kraj
2,J90,3042,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Plzeňský kraj
1,J90,3026,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Středočeský kraj
4,J90,3018,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Hlavní město Praha
2,J90,3140,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Moravskoslezský kraj
3,J90,3131,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Zlínský kraj
3,J90,3034,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Jihočeský kraj
2,J90,3115,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Jihomoravský kraj
1,J90,3123,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Olomoucký kraj
1,J90,3069,2017,"Pohrudniční výpotek, NJ",Nemoci dýchací soustavy (J00 - J99),Ústecký kraj
8,K65,3042,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Plzeňský kraj
7,K65,3107,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Kraj Vysočina
26,K65,3026,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Středočeský kraj
5,K65,3085,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Královéhradecký kraj
11,K65,3018,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Hlavní město Praha
4,K65,3051,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Karlovarský kraj
18,K65,3140,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Moravskoslezský kraj
4,K65,3093,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Pardubický kraj
12,K65,3131,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Zlínský kraj
12,K65,3034,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Jihočeský kraj
15,K65,3115,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Jihomoravský kraj
8,K65,3123,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Olomoucký kraj
16,K65,3069,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Ústecký kraj
6,K65,3077,2017,Zánět pobřišnice - peritonitida,Nemoci trávicí soustavy (K00 - K93),Liberecký kraj
4,K71,3107,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Kraj Vysočina
7,K71,3026,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Středočeský kraj
2,K71,3085,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Královéhradecký kraj
9,K71,3018,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Hlavní město Praha
2,K71,3051,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Karlovarský kraj
7,K71,3140,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Moravskoslezský kraj
1,K71,3093,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Pardubický kraj
1,K71,3034,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Jihočeský kraj
6,K71,3115,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Jihomoravský kraj
5,K71,3123,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Olomoucký kraj
5,K71,3069,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Ústecký kraj
2,K71,3077,2017,Toxická onemocnění jater,Nemoci trávicí soustavy (K00 - K93),Liberecký kraj
18,K74,3042,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Plzeňský kraj
13,K74,3107,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Kraj Vysočina
62,K74,3026,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Středočeský kraj
21,K74,3085,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Královéhradecký kraj
47,K74,3018,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Hlavní město Praha
17,K74,3051,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Karlovarský kraj
97,K74,3140,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Moravskoslezský kraj
20,K74,3093,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Pardubický kraj
31,K74,3131,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Zlínský kraj
16,K74,3034,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Jihočeský kraj
57,K74,3115,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Jihomoravský kraj
38,K74,3123,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Olomoucký kraj
44,K74,3069,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Ústecký kraj
22,K74,3077,2017,Fibróza a cirhóza jater,Nemoci trávicí soustavy (K00 - K93),Liberecký kraj
4,M32,3042,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Plzeňský kraj
3,M32,3107,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Kraj Vysočina
1,M32,3026,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Středočeský kraj
1,M32,3085,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Královéhradecký kraj
2,M32,3018,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Hlavní město Praha
3,M32,3140,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Moravskoslezský kraj
1,M32,3131,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Zlínský kraj
1,M32,3034,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Jihočeský kraj
2,M32,3115,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Jihomoravský kraj
2,M32,3123,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Olomoucký kraj
1,M32,3069,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Ústecký kraj
3,M32,3077,2017,Systémový lupus erythematodes,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Liberecký kraj
1,M45,3140,2017,Ankylozující spondylitida,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Moravskoslezský kraj
1,M45,3123,2017,Ankylozující spondylitida,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Olomoucký kraj
1,M86,3042,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Plzeňský kraj
3,M86,3107,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Kraj Vysočina
1,M86,3026,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Středočeský kraj
2,M86,3018,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Hlavní město Praha
2,M86,3051,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Karlovarský kraj
2,M86,3093,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Pardubický kraj
2,M86,3131,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Zlínský kraj
1,M86,3115,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Jihomoravský kraj
1,M86,3123,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Olomoucký kraj
2,M86,3069,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Ústecký kraj
1,M86,3077,2017,Osteomyelitida - zánět kostní dřeně,Nemoci svalové a kosterní soustavy a pojivové tkáně (M00 - M99),Liberecký kraj
1,N21,3026,2017,Kámen v dolním močovém traktu,Nemoci močové a pohlavní soustavy (N00 - N99),Středočeský kraj
1,N21,3115,2017,Kámen v dolním močovém traktu,Nemoci močové a pohlavní soustavy (N00 - N99),Jihomoravský kraj
1,N26,3085,2017,Neurčená svraštělá ledvina,Nemoci močové a pohlavní soustavy (N00 - N99),Královéhradecký kraj
1,N26,3018,2017,Neurčená svraštělá ledvina,Nemoci močové a pohlavní soustavy (N00 - N99),Hlavní město Praha
1,N26,3051,2017,Neurčená svraštělá ledvina,Nemoci močové a pohlavní soustavy (N00 - N99),Karlovarský kraj
1,N26,3123,2017,Neurčená svraštělá ledvina,Nemoci močové a pohlavní soustavy (N00 - N99),Olomoucký kraj
1,N28,3042,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Plzeňský kraj
1,N28,3026,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Středočeský kraj
2,N28,3018,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Hlavní město Praha
2,N28,3140,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Moravskoslezský kraj
1,N28,3093,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Pardubický kraj
1,N28,3131,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Zlínský kraj
2,N28,3115,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Jihomoravský kraj
1,N28,3069,2017,"Jiné poruchy ledviny a ureteru, NJ",Nemoci močové a pohlavní soustavy (N00 - N99),Ústecký kraj
1,P02,3026,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Středočeský kraj
1,P02,3085,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Královéhradecký kraj
1,P02,3051,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Karlovarský kraj
3,P02,3140,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Moravskoslezský kraj
1,P02,3093,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Pardubický kraj
1,P02,3034,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Jihočeský kraj
2,P02,3115,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Jihomoravský kraj
1,P02,3123,2017,"Postižení plodu a novorozence komplikacemi placenty,pupečníku a blan",Některé stavy vzniklé v perinatálním období (P00 - P96),Olomoucký kraj
1,P28,3107,2017,Jiné poruchy respirace vzniklé v perinatálním období,Některé stavy vzniklé v perinatálním období (P00 - P96),Kraj Vysočina
1,P28,3085,2017,Jiné poruchy respirace vzniklé v perinatálním období,Některé stavy vzniklé v perinatálním období (P00 - P96),Královéhradecký kraj
1,P28,3123,2017,Jiné poruchy respirace vzniklé v perinatálním období,Některé stavy vzniklé v perinatálním období (P00 - P96),Olomoucký kraj
4,Q21,3042,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Plzeňský kraj
1,Q21,3107,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Kraj Vysočina
3,Q21,3026,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Středočeský kraj
1,Q21,3085,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Královéhradecký kraj
4,Q21,3140,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Moravskoslezský kraj
1,Q21,3093,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Pardubický kraj
2,Q21,3131,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Zlínský kraj
2,Q21,3115,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Jihomoravský kraj
1,Q21,3123,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Olomoucký kraj
2,Q21,3069,2017,Vrozené vady srdeční přepážky,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Ústecký kraj
1,Q25,3026,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Středočeský kraj
2,Q25,3085,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Královéhradecký kraj
2,Q25,3051,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Karlovarský kraj
1,Q25,3140,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Moravskoslezský kraj
2,Q25,3093,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Pardubický kraj
2,Q25,3131,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Zlínský kraj
2,Q25,3034,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Jihočeský kraj
2,Q25,3123,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Olomoucký kraj
2,Q25,3069,2017,Vrozené vady velkých arterií,"Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Ústecký kraj
1,Q79,3131,2017,"Vrozené vady svalové a kosterní soustavy, NJ","Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Zlínský kraj
1,Q85,3069,2017,"Fakomatózy, NJ","Vrozené vady, deformace a chromosomální abnormality (Q00 - Q99)",Ústecký kraj
1,R55,3115,2017,Mdloba - synkopa a zhroucení - kolaps,"Příznaky, znaky a abnormální  klinické a laboratorní nálezy nezařazené jinde (R00 - R99)",Jihomoravský kraj
1,V09,3042,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Plzeňský kraj
1,V09,3026,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Středočeský kraj
2,V09,3140,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Moravskoslezský kraj
1,V09,3093,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Pardubický kraj
1,V09,3131,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Zlínský kraj
1,V09,3034,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Jihočeský kraj
1,V09,3115,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Jihomoravský kraj
1,V09,3069,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Ústecký kraj
1,V09,3077,2017,Chodec zraněný při jiných a neurčených dopravních nehodách,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Liberecký kraj
1,V19,3107,2017,Cyklista zraněný při jiné a neurč.dopr.nehodě,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Kraj Vysočina
2,V19,3026,2017,Cyklista zraněný při jiné a neurč.dopr.nehodě,Vnější příčiny nemocnosti a úmrtnosti (V01 - Y98),Středočeský kraj
